,UserID,CreatedAt,CollectedAt,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
5557,25333865,3/19/2009 11:42,11/16/2009 19:07,22,37,108,9,28,0
9920,43409058,5/29/2009 16:03,11/16/2009 19:07,221,199,4449,10,20,0
10707,47176498,6/14/2009 16:15,11/16/2009 19:08,4,1,19,6,11,0
1478,14933017,5/28/2008 7:23,11/16/2009 19:13,226,300,9809,6,71,0
5966,26636629,3/25/2009 19:11,11/16/2009 19:14,98,1380,974,9,102,0
10103,44284207,6/2/2009 22:42,11/16/2009 19:14,228,165,1238,7,12,0
3591,19445957,1/24/2009 7:32,11/16/2009 19:17,160,140,1077,7,0,0
8925,39252540,5/11/2009 8:41,11/16/2009 19:18,43,18,373,8,0,0
13512,61879245,7/31/2009 16:27,11/16/2009 19:19,9,1,21,11,42,0
1303,14566242,4/28/2008 1:25,11/16/2009 19:23,2499,3118,1782,5,112,0
6338,27915188,3/31/2009 12:16,11/16/2009 19:24,92,48,600,11,129,0
16469,78298354,9/29/2009 7:49,11/16/2009 19:27,20,23,188,11,57,0
2599,17147992,11/3/2008 21:35,11/16/2009 19:28,213,208,1309,12,93,0
18808,90531402,11/16/2009 19:12,11/16/2009 19:29,20,0,1,9,0,0
2887,17841741,12/3/2008 11:17,11/16/2009 19:31,1011,1029,2148,10,157,0
9937,43484882,5/30/2009 0:07,11/16/2009 19:32,16,34,431,13,0,0
6389,28176002,4/1/2009 14:37,11/16/2009 19:32,18,15,2116,12,34,0
15801,74655497,9/15/2009 23:52,11/16/2009 19:33,46,37,236,11,0,0
11604,51829926,6/28/2009 15:14,11/16/2009 19:33,179,118,1163,11,65,0
9535,41796312,5/22/2009 6:47,11/16/2009 19:35,75,120,856,10,0,0
11255,50014490,6/23/2009 10:57,11/16/2009 19:35,37,16,80,9,0,0
16232,77063420,9/24/2009 17:41,11/16/2009 19:36,0,0,69,9,0,0
42,702363,1/25/2007 11:42,11/16/2009 19:39,37,10,679,7,7,0
9370,41056762,5/18/2009 23:44,11/16/2009 19:39,18,23,320,11,10,0
2326,16564747,10/2/2008 14:20,11/16/2009 19:40,33,44,241,10,0,0
1905,15765914,8/7/2008 12:05,11/16/2009 19:41,245,220,528,12,41,0
7237,31217166,4/14/2009 15:29,11/16/2009 19:42,73,102,1060,11,135,0
7380,32223272,4/16/2009 19:33,11/16/2009 19:43,71,82,1400,11,0,0
242,4795431,4/15/2007 15:52,11/16/2009 19:46,392,602,4157,11,99,0
7355,32068164,4/16/2009 13:32,11/16/2009 19:48,73,112,1977,7,0,0
14780,68602113,8/24/2009 22:57,11/16/2009 19:48,209,120,131,10,53,0
10729,47295811,6/15/2009 4:03,11/16/2009 19:53,157,100,228,15,0,0
18634,89916136,11/14/2009 5:00,11/16/2009 19:55,0,2,375,6,0,0
2289,16490538,9/27/2008 15:11,11/16/2009 19:57,1909,1779,459,10,109,0
3162,18449596,12/29/2008 7:50,11/16/2009 1:00,247,1025,1642,7,22,0
16239,77098817,9/24/2009 20:27,11/16/2009 1:01,8,14,404,15,0,0
5182,24144333,3/13/2009 2:52,11/16/2009 1:02,226,225,1347,11,159,0
50,738693,1/31/2007 10:51,11/16/2009 1:03,1,4721,20970,7,90,0
2518,16977567,10/26/2008 1:31,11/16/2009 1:03,1806,1595,606,12,123,0
10215,44839509,6/5/2009 1:48,11/16/2009 1:05,1,1586,24204,12,75,0
3822,19962567,2/3/2009 4:00,11/16/2009 1:05,613,934,7363,8,0,0
11423,50833369,6/25/2009 19:14,11/16/2009 1:07,33,10,52,12,0,0
15720,74091162,9/14/2009 1:22,11/16/2009 1:09,8,3,47,7,0,0
15715,74078491,9/14/2009 0:07,11/16/2009 1:10,392,293,819,10,122,0
8759,38627602,5/8/2009 2:44,11/16/2009 1:10,76,72,1036,4,66,0
7984,34970944,4/24/2009 11:37,11/16/2009 1:11,41,47,839,15,0,0
16985,81420837,10/10/2009 14:08,11/16/2009 1:12,1462,389,527,10,68,0
15169,70798741,9/1/2009 17:00,11/16/2009 1:13,63,82,238,10,26,0
12480,56428989,7/13/2009 12:08,11/16/2009 1:15,45,40,428,11,119,0
13727,62998915,8/4/2009 20:59,11/16/2009 1:15,102,95,379,7,105,0
4525,21950069,2/25/2009 19:07,11/16/2009 1:16,149,229,689,10,43,0
314,5729002,5/2/2007 21:10,11/16/2009 1:17,13,147,1494,8,16,0
3653,19578710,1/26/2009 23:16,11/16/2009 1:17,71,67,960,6,12,0
472,7264592,7/5/2007 3:21,11/16/2009 1:17,16,28,286,12,49,0
15284,71488004,9/4/2009 3:25,11/16/2009 1:17,63,13,543,11,13,0
12633,57262178,7/16/2009 1:23,11/16/2009 1:18,53,39,2797,8,11,0
3037,18179693,12/16/2008 20:17,11/16/2009 1:18,176,115,5635,10,85,0
6666,29133860,4/5/2009 22:17,11/16/2009 1:19,309,276,552,12,47,0
17766,85411253,10/26/2009 15:49,11/16/2009 1:20,13,11,75,8,0,0
9303,40813448,5/17/2009 23:29,11/16/2009 1:20,688,1119,10668,11,136,0
11889,53295651,7/2/2009 23:37,11/16/2009 1:24,85,68,669,8,0,0
15533,72915646,9/9/2009 13:27,11/16/2009 1:25,36,17,112,8,51,0
14202,65597803,8/14/2009 4:00,11/16/2009 1:25,3,60,2537,10,44,0
17869,86017751,10/29/2009 2:55,11/16/2009 1:25,52,13,35,7,0,0
9307,40817363,5/18/2009 0:00,11/16/2009 1:26,34,9,40,11,22,0
18507,89407188,11/12/2009 2:59,11/16/2009 1:26,10,2,2,10,0,0
6451,28418193,4/2/2009 15:55,11/16/2009 1:26,6,15,57,7,0,0
16210,76940449,9/24/2009 8:36,11/16/2009 1:28,0,24,1188,14,0,0
13932,64160509,8/9/2009 6:51,11/16/2009 1:29,89,349,647,12,0,0
17387,83438572,10/18/2009 15:27,11/16/2009 1:30,101,102,90,9,85,0
6179,27391233,3/29/2009 1:18,11/16/2009 1:31,43,27,294,15,0,0
16263,77207463,9/25/2009 8:00,11/16/2009 1:32,10,7,97,9,3,0
8806,38814928,5/9/2009 2:01,11/16/2009 1:33,23,29,229,9,24,0
15049,70079078,8/30/2009 3:07,11/16/2009 1:34,0,5,60,15,0,0
17505,84001038,10/20/2009 23:35,11/16/2009 1:34,133,84,1953,9,137,0
3306,18761735,1/8/2009 6:15,11/16/2009 1:35,89,195,1744,10,56,0
1188,14382367,4/14/2008 2:20,11/16/2009 1:36,64,102,355,10,102,0
10109,44311301,6/3/2009 1:54,11/16/2009 1:36,20,1,79,8,0,0
7316,31595315,4/15/2009 20:46,11/16/2009 1:37,131,399,10007,11,38,0
5802,26035301,3/23/2009 11:37,11/16/2009 1:40,152,14,159,6,0,0
2917,17901774,12/5/2008 11:01,11/16/2009 1:41,26,120,1587,9,27,0
18203,87799645,11/5/2009 16:22,11/16/2009 1:42,30,11,106,10,69,0
8431,37114600,5/1/2009 21:22,11/16/2009 1:43,245,337,4399,7,84,0
14858,69113884,8/26/2009 17:18,11/16/2009 1:44,59,58,560,7,0,0
8536,37628665,5/4/2009 4:37,11/16/2009 1:45,824,745,3663,9,39,0
6274,27705257,3/30/2009 14:03,11/16/2009 1:46,4446,5203,7644,10,0,0
15589,73316536,9/11/2009 0:22,11/16/2009 1:47,128,138,2127,8,0,0
9441,41348335,5/20/2009 7:30,11/16/2009 1:47,138,69,96,9,35,0
16793,80270175,10/6/2009 5:35,11/16/2009 1:51,78,66,1220,9,0,0
18731,90219321,11/15/2009 12:42,11/16/2009 1:51,0,96,104,12,0,0
17074,81847589,10/12/2009 8:57,11/16/2009 1:53,1999,934,1862,13,112,0
14646,67857494,8/22/2009 4:45,11/16/2009 1:53,21,17,37,7,63,0
9003,39642893,5/12/2009 19:40,11/16/2009 1:53,62,72,1402,12,53,0
14851,69080870,8/26/2009 15:08,11/16/2009 1:54,213,512,11681,14,86,0
2951,17990128,12/9/2008 6:34,11/16/2009 1:54,245,157,2205,8,42,0
909,12883422,1/30/2008 13:45,11/16/2009 1:57,362,200,1199,9,50,0
16002,75824306,9/20/2009 11:48,11/16/2009 1:57,53,33,192,14,0,0
8922,39243177,5/11/2009 7:43,11/16/2009 1:59,58,53,809,7,38,0
7689,33663334,4/20/2009 16:06,11/16/2009 1:59,41,33,504,12,31,0
3100,18320803,12/22/2008 17:40,11/16/2009 20:05,41,27,515,10,56,0
15743,74240874,9/14/2009 14:35,11/16/2009 20:05,70,40,178,7,0,0
9873,43236018,5/28/2009 20:03,11/16/2009 20:06,471,563,6995,10,25,0
12140,54593904,7/7/2009 11:19,11/16/2009 20:07,277,122,1386,8,15,0
13984,64427112,8/10/2009 10:17,11/16/2009 20:10,21,21,55,11,69,0
18520,89456902,11/12/2009 8:26,11/16/2009 20:11,1,3,14,12,0,0
3090,18292531,12/21/2008 14:45,11/16/2009 20:15,32,154,2459,11,62,0
18435,89060718,11/10/2009 18:11,11/16/2009 20:19,0,0,19,11,0,0
18419,88973938,11/10/2009 11:18,11/16/2009 20:19,64,16,94,14,64,0
11021,48826644,6/19/2009 15:59,11/16/2009 20:19,23,6,81,11,0,0
6948,30217158,4/10/2009 8:42,11/16/2009 20:20,140,120,1150,9,114,0
8654,38173098,5/6/2009 8:06,11/16/2009 20:23,458,342,967,5,39,0
7279,31454108,4/15/2009 11:56,11/16/2009 20:24,144,158,1223,11,0,0
9365,41045992,5/18/2009 22:33,11/16/2009 20:24,6,27,2683,11,35,0
14522,67270367,8/20/2009 4:10,11/16/2009 20:25,13,27,560,13,91,0
18246,88114641,11/6/2009 22:47,11/16/2009 20:27,28,15,18,12,0,0
18580,89744226,11/13/2009 11:09,11/16/2009 20:27,32,9,8,6,0,0
8303,36492122,4/29/2009 16:45,11/16/2009 20:27,200,151,2771,11,0,0
10241,44941694,6/5/2009 12:14,11/16/2009 20:27,176,115,1173,15,35,0
2057,16027901,8/28/2008 10:07,11/16/2009 20:28,57,52,2728,5,82,0
10620,46805461,6/12/2009 21:25,11/16/2009 20:30,50,10,621,11,49,0
13513,61880130,7/31/2009 16:31,11/16/2009 20:32,7,2,31,14,0,0
13960,64296081,8/9/2009 19:47,11/16/2009 20:32,304,287,1717,11,88,0
5158,24067286,3/12/2009 18:25,11/16/2009 20:32,1844,1692,851,11,44,0
11972,53719049,7/4/2009 12:38,11/16/2009 20:34,18,8,396,13,55,0
2287,16479404,9/26/2008 20:42,11/16/2009 20:40,64,99,8453,15,114,0
2850,17758551,11/30/2008 11:49,11/16/2009 20:40,967,1040,2258,8,56,0
8680,38333986,5/6/2009 20:34,11/16/2009 20:40,194,226,2880,12,0,0
258,5191161,4/19/2007 0:25,11/16/2009 20:41,206,241,1207,6,34,0
15535,72943994,9/9/2009 15:34,11/16/2009 20:43,111,84,1207,12,22,0
15825,74730355,9/16/2009 8:30,11/16/2009 20:43,96,101,100,11,144,0
2449,16851087,10/19/2008 8:37,11/16/2009 20:44,238,230,1551,14,100,0
12659,57437629,7/16/2009 15:30,11/16/2009 20:45,28,27,298,11,30,0
79,820251,3/7/2007 18:27,11/16/2009 20:45,129,701,4168,11,45,0
6558,28796952,4/4/2009 8:59,11/16/2009 20:45,73,75,1011,8,46,0
1933,15818270,8/11/2008 22:50,11/16/2009 20:46,200,302,3110,12,39,0
6105,27127656,3/27/2009 18:34,11/16/2009 20:47,39,66,398,10,142,0
5473,25079594,3/18/2009 9:21,11/16/2009 20:47,61,342,20691,12,42,0
16081,76267719,9/22/2009 1:28,11/16/2009 20:48,10,6,10,9,0,0
5603,25462710,3/19/2009 23:51,11/16/2009 20:49,230,85,156,9,0,0
2854,17766426,11/30/2008 18:10,11/16/2009 20:50,26,37,862,14,0,0
10826,47751697,6/16/2009 17:14,11/16/2009 20:51,174,126,1056,10,21,0
10457,45973304,6/9/2009 18:13,11/16/2009 20:51,46,12,312,11,0,0
3997,20442402,2/9/2009 9:37,11/16/2009 20:51,183,60,264,11,60,0
8932,39271902,5/11/2009 10:27,11/16/2009 20:52,44,403,497,12,92,0
10031,43893848,6/1/2009 9:34,11/16/2009 20:52,81,71,10661,14,158,0
3875,20093405,2/4/2009 15:05,11/16/2009 20:53,78,116,929,8,61,0
3083,18277775,12/20/2008 20:58,11/16/2009 20:55,14,23,632,9,15,0
9961,43597560,5/30/2009 16:30,11/16/2009 20:57,150,65,1834,9,62,0
2461,16880431,10/20/2008 22:26,11/16/2009 20:57,369,477,16002,8,110,0
17409,83527288,10/19/2009 0:09,11/16/2009 20:57,7,6,154,7,0,0
15887,75078137,9/17/2009 13:23,11/16/2009 20:58,130,220,4486,9,78,0
15689,73902533,9/13/2009 10:16,11/16/2009 21:01,9,11,269,12,128,0
14926,69473929,8/27/2009 20:58,11/16/2009 21:02,47,2,51,12,0,0
16113,76411701,9/22/2009 13:41,11/16/2009 21:02,0,0,64,10,0,0
7561,33074379,4/18/2009 19:58,11/16/2009 21:07,232,176,1376,10,0,0
25,157763,12/22/2006 6:54,11/16/2009 21:09,262,325,2701,6,0,0
117,1456331,3/18/2007 19:37,11/16/2009 21:10,237,116,4475,15,13,0
6657,29110913,4/5/2009 20:08,11/16/2009 21:13,240,270,5367,9,79,0
13902,63982895,8/8/2009 10:19,11/16/2009 21:13,21,32,214,12,0,0
3907,20173334,2/5/2009 12:43,11/16/2009 21:13,160,488,1735,10,159,0
4330,21348728,2/19/2009 16:47,11/16/2009 21:15,53,23,27,10,0,0
5307,24582517,3/15/2009 15:45,11/16/2009 21:16,86,2668,962,11,34,0
15854,74910366,9/16/2009 21:25,11/16/2009 21:18,88,28,11,13,22,0
14007,64574086,8/10/2009 19:51,11/16/2009 21:20,62,1449,250,10,64,0
12413,56000068,7/11/2009 21:56,11/16/2009 21:22,106,45,139,9,24,0
12780,58098149,7/18/2009 21:29,11/16/2009 21:24,26,19,502,9,38,0
7756,33981660,4/21/2009 12:58,11/16/2009 21:25,84,96,1041,8,62,0
1069,14188624,3/20/2008 20:07,11/16/2009 21:26,104,114,790,13,47,0
15647,73730711,9/12/2009 15:47,11/16/2009 21:27,106,77,24,15,80,0
8159,35778810,4/27/2009 11:04,11/16/2009 21:29,445,190,1286,14,0,0
2719,17484796,11/19/2008 6:25,11/16/2009 21:29,86,138,617,11,0,0
10910,48212092,6/17/2009 21:25,11/16/2009 21:30,220,129,159,9,17,0
5343,24692567,3/16/2009 8:47,11/16/2009 21:30,170,927,6624,14,43,0
7307,31567536,4/15/2009 19:02,11/16/2009 21:30,374,537,11808,6,136,0
4332,21361466,2/19/2009 19:24,11/16/2009 21:31,232,1120,4633,7,0,0
14320,66169732,8/16/2009 13:59,11/16/2009 21:32,206,1736,4631,12,49,0
6114,27153360,3/27/2009 20:54,11/16/2009 21:34,39,41,634,11,35,0
419,6524962,6/2/2007 11:21,11/16/2009 21:35,430,660,5018,12,110,0
18470,89211860,11/11/2009 9:43,11/16/2009 21:35,28,18,38,8,0,0
8892,39128245,5/10/2009 17:48,11/16/2009 21:36,69,23,340,13,0,0
14373,66428027,8/17/2009 12:46,11/16/2009 21:37,48,42,1355,7,0,0
2648,17261567,11/8/2008 18:11,11/16/2009 21:39,44,229,177,4,18,0
7691,33681554,4/20/2009 16:59,11/16/2009 21:40,13,15,56,7,0,0
11912,53371156,7/3/2009 7:26,11/16/2009 21:41,21,18,192,7,15,0
5389,24817437,3/16/2009 20:50,11/16/2009 21:42,112,128,3249,7,0,0
15407,72213793,9/7/2009 0:26,11/16/2009 21:42,76,91,397,10,0,0
5969,26650964,3/25/2009 20:14,11/16/2009 21:48,124,24,176,9,0,0
18477,89260544,11/11/2009 13:25,11/16/2009 21:50,9,8,28,15,45,0
15843,74841920,9/16/2009 16:23,11/16/2009 21:51,261,191,474,6,0,0
18206,87825350,11/5/2009 18:25,11/16/2009 21:51,19,20,260,12,0,0
8206,35997142,4/28/2009 0:16,11/16/2009 21:51,73,79,707,9,94,0
4485,21839690,2/24/2009 23:22,11/16/2009 21:52,551,585,12762,8,51,0
60,771528,2/13/2007 21:54,11/16/2009 21:53,152,231,7373,6,47,0
5160,24081780,3/12/2009 19:20,11/16/2009 21:54,242,160,703,9,11,0
14459,66964330,8/19/2009 5:17,11/16/2009 21:55,100,137,432,15,56,0
1173,14361898,4/11/2008 10:50,11/16/2009 21:56,90,385,7031,10,39,0
9609,42134863,5/23/2009 20:14,11/16/2009 21:56,35,63,2490,10,76,0
16584,78958014,10/1/2009 12:30,11/16/2009 21:56,87,71,71,13,0,0
17358,83286829,10/17/2009 22:28,11/16/2009 21:56,20,6,57,15,78,0
15645,73710324,9/12/2009 14:03,11/16/2009 21:57,11,13,169,8,80,0
7904,34660668,4/23/2009 11:42,11/16/2009 22:00,83,122,4235,14,15,0
13917,64066393,8/8/2009 18:37,11/16/2009 22:03,42,33,683,15,44,0
6426,28312438,4/2/2009 5:06,11/16/2009 22:05,20,128,413,12,0,0
16442,78117698,9/28/2009 15:46,11/16/2009 22:06,6,2,64,10,0,0
16684,79568566,10/3/2009 16:23,11/16/2009 22:06,42,10,31,14,0,0
18124,87387496,11/4/2009 1:40,11/16/2009 22:06,51,49,212,15,0,0
13473,61609165,7/30/2009 16:50,11/16/2009 22:07,21,14,142,12,0,0
9227,40561728,5/16/2009 18:09,11/16/2009 22:08,12,962,9460,15,62,0
14697,68152035,8/23/2009 9:13,11/16/2009 22:10,15,25,41,7,0,0
4732,22643570,3/3/2009 10:45,11/16/2009 22:11,98,42,232,8,55,0
3563,19382858,1/22/2009 23:25,11/16/2009 22:12,516,252,3305,11,75,0
4591,22202437,2/27/2009 16:51,11/16/2009 22:13,113,142,1073,13,68,0
12627,57233373,7/15/2009 22:44,11/16/2009 22:14,8,10,83,13,0,0
10578,46581400,6/11/2009 23:33,11/16/2009 22:14,22,6,46,9,0,0
7061,30601673,4/11/2009 23:34,11/16/2009 22:18,9,1125,2743,15,37,0
7645,33448745,4/20/2009 1:45,11/16/2009 22:19,50,71,509,11,0,0
3850,20027243,2/3/2009 22:19,11/16/2009 22:19,86,70,1402,10,33,0
3790,19865166,2/1/2009 10:42,11/16/2009 22:20,207,4218,1192,13,84,0
4386,21546037,2/21/2009 22:46,11/16/2009 22:21,228,259,1877,12,72,0
11720,52450683,6/30/2009 12:02,11/16/2009 22:21,59,3,235,12,151,0
1573,15114665,6/14/2008 0:29,11/16/2009 22:21,146,189,3306,7,67,0
11353,50531706,6/24/2009 22:03,11/16/2009 22:23,521,602,5331,15,160,0
188,3602891,4/6/2007 3:31,11/16/2009 22:25,960,2604,26638,10,67,0
8835,38926245,5/9/2009 15:56,11/16/2009 22:27,50,53,1717,15,39,0
8514,37504993,5/3/2009 16:20,11/16/2009 22:28,10686,10294,4409,10,84,0
15675,73861794,9/13/2009 5:56,11/16/2009 22:29,212,46,78,13,160,0
3424,19009827,1/14/2009 21:53,11/16/2009 22:33,25,24,555,11,47,0
6875,29942751,4/9/2009 2:35,11/16/2009 22:36,37,27,109,12,0,0
15740,74228538,9/14/2009 13:45,11/16/2009 22:37,33,8,16,11,0,0
15333,71790304,9/5/2009 7:28,11/16/2009 22:39,159,119,921,8,68,0
7043,30522702,4/11/2009 15:58,11/16/2009 22:41,397,4162,22001,7,73,0
7939,34831491,4/23/2009 22:21,11/16/2009 22:43,598,556,11620,13,18,0
14134,65293102,8/13/2009 1:09,11/16/2009 22:43,105,174,2864,6,66,0
12598,57052639,7/15/2009 10:51,11/16/2009 22:46,25,24,488,9,0,0
12351,55717228,7/10/2009 20:06,11/16/2009 22:47,102,374,10313,11,64,0
18554,89629938,11/12/2009 22:58,11/16/2009 22:49,22,1,9,5,0,0
17417,83574825,10/19/2009 6:06,11/16/2009 22:49,44,23,279,9,11,0
10306,45260940,6/6/2009 20:55,11/16/2009 22:50,190,107,444,8,0,0
2990,18071401,12/12/2008 0:05,11/16/2009 22:51,136,108,754,6,19,0
4635,22340774,3/1/2009 1:19,11/16/2009 22:52,7,16,119,5,0,0
10130,44420545,6/3/2009 13:29,11/16/2009 22:52,65,71,579,5,26,0
5522,25226226,3/18/2009 22:12,11/16/2009 22:54,107,97,1881,12,91,0
14383,66510030,8/17/2009 17:35,11/16/2009 22:54,47,56,1139,15,10,0
3935,20293152,2/6/2009 22:04,11/16/2009 22:55,60,96,1750,8,77,0
15753,74363567,9/14/2009 23:21,11/16/2009 22:56,12,8,9,10,0,0
9080,39952692,5/14/2009 3:00,11/16/2009 22:58,157,160,3312,11,75,0
4333,21362524,2/19/2009 19:38,11/16/2009 23:00,312,365,26452,9,18,0
10738,47342654,6/15/2009 9:09,11/16/2009 23:01,28,29,1333,7,36,0
8284,36381453,4/29/2009 10:16,11/16/2009 23:03,127,329,10299,13,51,0
9958,43585866,5/30/2009 15:14,11/16/2009 23:03,1,28,808,15,135,0
1892,15742946,8/5/2008 17:54,11/16/2009 23:05,144,492,1965,11,93,0
1428,14837107,5/19/2008 14:44,11/16/2009 23:06,0,81,8288,13,33,0
12876,58492115,7/20/2009 9:52,11/16/2009 23:06,133,94,830,7,23,0
5266,24461669,3/14/2009 19:59,11/16/2009 23:07,425,135,809,15,113,0
7278,31451438,4/15/2009 11:45,11/16/2009 23:08,193,137,1828,14,88,0
4631,22336968,2/28/2009 23:56,11/16/2009 23:08,139,73,262,6,31,0
6515,28667545,4/3/2009 17:12,11/16/2009 23:09,52,36,1224,5,84,0
9605,42106244,5/23/2009 17:01,11/16/2009 23:10,53,88,243,14,0,0
908,12874932,1/30/2008 8:42,11/16/2009 23:11,90,240,4267,11,58,0
12975,59048969,7/22/2009 0:41,11/16/2009 23:14,92,20,636,12,0,0
13435,61418444,7/30/2009 2:03,11/16/2009 23:15,39,4,71,10,0,0
2099,16114769,9/3/2008 10:43,11/16/2009 23:16,112,169,3223,14,0,0
14706,68183792,8/23/2009 11:54,11/16/2009 23:17,1780,385,507,11,155,0
17557,84231389,10/21/2009 22:33,11/16/2009 23:18,29,118,714,12,138,0
10954,48527742,6/18/2009 18:13,11/16/2009 23:19,1126,1131,4131,15,157,0
9862,43189870,5/28/2009 15:32,11/16/2009 23:19,15,6,20,14,0,0
12343,55688595,7/10/2009 17:51,11/16/2009 23:20,80,77,1938,8,54,0
3275,18701043,1/6/2009 17:25,11/16/2009 23:21,480,329,3957,6,23,0
18302,88384512,11/8/2009 3:14,11/16/2009 23:22,22,5,34,11,0,0
13375,61146068,7/29/2009 3:10,11/16/2009 23:25,89,168,1174,8,28,0
17871,86020389,10/29/2009 3:18,11/16/2009 23:26,48,12,141,12,97,0
14295,66059246,8/16/2009 0:18,11/16/2009 23:28,97,81,795,12,0,0
18774,90378508,11/16/2009 6:02,11/16/2009 23:29,0,22,31,14,33,0
13535,61960565,7/31/2009 23:22,11/16/2009 23:29,80,92,4692,6,37,0
8340,36662791,4/30/2009 8:36,11/16/2009 23:31,1770,1110,1263,11,17,0
14425,66765304,8/18/2009 13:58,11/16/2009 23:31,48,115,2294,12,61,0
7229,31194517,4/14/2009 13:55,11/16/2009 23:32,53,111,1378,12,33,0
7118,30806831,4/12/2009 23:27,11/16/2009 23:32,94,75,836,12,106,0
2833,17728397,11/28/2008 22:59,11/16/2009 23:32,399,139,1811,7,82,0
2815,17680182,11/27/2008 9:20,11/16/2009 23:32,118,127,1332,9,0,0
386,6226962,5/22/2007 4:43,11/16/2009 23:33,47,49,66,10,17,0
855,12289502,1/15/2008 12:04,11/16/2009 23:34,21,60,1166,11,127,0
2349,16633274,10/7/2008 12:47,11/16/2009 23:34,122,154,1994,10,76,0
18817,90566411,11/16/2009 23:00,11/16/2009 23:34,21,0,1,11,0,0
8328,36603775,4/30/2009 0:22,11/16/2009 23:36,525,39,45,11,0,0
2166,16254484,9/12/2008 3:50,11/16/2009 23:37,792,1372,22421,8,101,0
15653,73756060,9/12/2009 18:02,11/16/2009 23:38,135,114,1412,13,96,0
2517,16977432,10/26/2008 1:12,11/16/2009 23:38,171,731,10671,8,131,0
6600,28930176,4/4/2009 22:16,11/16/2009 23:39,332,144,1925,11,0,0
5299,24552882,3/15/2009 12:21,11/16/2009 23:39,392,423,25627,11,126,0
13241,60435043,7/26/2009 19:18,11/16/2009 23:42,21,140,2260,12,38,0
2831,17724876,11/28/2008 19:13,11/16/2009 23:43,214,206,3530,7,79,0
12312,55499013,7/10/2009 2:21,11/16/2009 23:44,255,43,113,7,39,0
1371,14709143,5/8/2008 22:14,11/16/2009 23:46,499,507,27006,5,48,0
2506,16951722,10/24/2008 11:15,11/16/2009 23:47,177,131,490,4,68,0
2274,16461109,9/25/2008 19:53,11/16/2009 23:48,189,191,621,15,20,0
5310,24585630,3/15/2009 16:04,11/16/2009 23:49,432,147,1092,10,18,0
18816,90565062,11/16/2009 22:50,11/16/2009 23:50,43,4,16,11,63,0
2149,16212913,9/9/2008 18:02,11/16/2009 23:51,48,44,3339,8,6,0
4020,20501723,2/10/2009 3:26,11/16/2009 23:51,183,70,908,11,26,0
17501,83987052,10/20/2009 21:58,11/16/2009 23:53,41,28,183,11,0,0
18045,86939529,11/2/2009 7:14,11/16/2009 23:53,6,2,28,12,0,0
8290,36410597,4/29/2009 12:10,11/16/2009 23:54,296,197,3919,5,15,0
13742,63078677,8/5/2009 3:51,11/16/2009 23:54,149,40,229,13,46,0
5481,25097180,3/18/2009 11:06,11/16/2009 23:54,991,2004,33842,13,145,0
14944,69548684,8/28/2009 4:31,11/16/2009 23:55,175,93,311,14,19,0
9183,40414273,5/16/2009 0:07,11/16/2009 23:57,147,241,5840,15,160,0
1500,14976838,6/1/2008 21:33,11/16/2009 23:57,201,423,6263,10,141,0
15628,73616369,9/12/2009 5:29,11/16/2009 2:00,110,88,387,7,0,0
8427,37097780,5/1/2009 20:06,11/16/2009 2:01,70,98,1710,6,15,0
8108,35507979,4/26/2009 12:04,11/16/2009 2:01,102,126,3393,8,96,0
582,8608612,9/2/2007 11:16,11/16/2009 2:02,37,55,156,6,0,0
14567,67478384,8/20/2009 20:04,11/16/2009 2:03,2,13,32,11,39,0
2389,16695832,10/11/2008 8:17,11/16/2009 2:03,92,119,1903,8,0,0
18766,90347647,11/16/2009 1:37,11/16/2009 2:04,13,0,3,11,0,0
4083,20655776,2/11/2009 23:07,11/16/2009 2:05,33,28,186,7,0,0
13279,60641412,7/27/2009 11:32,11/16/2009 2:05,4,452,34824,8,82,0
12842,58386971,7/19/2009 23:16,11/16/2009 2:05,13,25,33,12,0,0
6188,27414461,3/29/2009 6:58,11/16/2009 2:06,1851,927,1620,10,37,0
15496,72750625,9/8/2009 22:17,11/16/2009 2:07,61,88,3073,4,69,0
1136,14298897,4/3/2008 21:01,11/16/2009 2:08,182,232,7672,6,26,0
541,8182152,8/14/2007 9:00,11/16/2009 2:09,319,110,2894,9,99,0
5731,25825005,3/22/2009 9:44,11/16/2009 2:10,173,84,384,6,19,0
11383,50649023,6/25/2009 8:45,11/16/2009 2:10,23,23,693,10,0,0
18455,89132486,11/11/2009 1:35,11/16/2009 2:11,178,76,3,9,0,0
7581,33150951,4/19/2009 1:41,11/16/2009 2:11,144,333,1741,12,64,0
18476,89256481,11/11/2009 13:02,11/16/2009 2:11,11,3,21,11,103,0
7503,32777725,4/17/2009 23:13,11/16/2009 2:13,50,80,620,6,33,0
1098,14236489,3/27/2008 11:20,11/16/2009 2:15,528,825,2118,12,81,0
14722,68272471,8/23/2009 19:04,11/16/2009 2:16,59,54,773,9,0,0
17463,83794888,10/20/2009 2:55,11/16/2009 2:16,0,1,2,12,34,0
7141,30896853,4/13/2009 11:28,11/16/2009 2:16,7,62,647,12,0,0
567,8456492,8/27/2007 2:37,11/16/2009 2:17,803,1364,34897,6,138,0
16156,76627246,9/23/2009 7:11,11/16/2009 2:18,67,151,1471,9,17,0
1317,14596470,4/30/2008 0:13,11/16/2009 2:19,157,277,6738,11,54,0
