,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
18526,14,4,47,13,12,0
9797,116,101,2943,12,56,0
5236,105,239,7714,9,19,0
1154,109,93,881,9,128,0
8856,117,1483,2774,10,0,0
979,628,772,2618,9,158,0
18475,143,124,82,7,5,0
6696,208,218,6575,11,15,0
18693,34,14,84,11,0,0
3800,118,221,1163,14,68,0
10217,270,237,3908,9,62,0
16895,41,23,264,15,0,0
6897,55,84,2084,14,0,0
3161,56,73,609,7,142,0
14470,38,20,122,11,91,0
7554,56,31,130,6,0,0
12892,94,249,4183,11,82,0
12201,135,222,396,13,156,0
17022,353,345,222,10,79,0
1028,37,90,2343,8,13,0
11382,1849,1057,5251,11,36,0
8931,199,202,2145,9,78,0
9694,141,78,462,11,0,0
3594,403,296,5567,9,28,0
8109,590,350,1328,14,0,0
3453,28,21,80,10,41,0
3220,4809,6736,2156,7,37,0
10819,87,59,670,11,13,0
10088,20,16,305,5,55,0
10258,50,206,806,13,62,0
15964,113,158,1739,8,22,0
15240,92,86,1401,15,24,0
7052,8,14,53,10,0,0
16929,126,133,96,5,70,0
17929,67,42,493,7,16,0
13011,263,320,1086,14,39,0
8537,142,193,2380,14,67,0
2840,64,69,1241,7,132,0
11293,42,12,48,9,13,0
4129,62,115,1986,7,46,0
12670,30,19,52,8,22,0
14800,80,126,374,8,155,0
16637,20,12,87,15,0,0
2051,566,982,10563,13,27,0
14894,829,710,12832,14,159,0
13470,667,418,1369,6,0,0
13676,55,60,839,12,110,0
15643,1,35,1971,10,0,0
1566,219,440,16455,8,42,0
6184,158,260,10989,9,143,0
7285,5,9,64,9,44,0
17116,12,16,415,8,129,0
13979,86,33,257,13,0,0
6569,17,16,105,14,0,0
7582,24,91,258,11,55,0
7998,58,24,545,13,110,0
1458,1437,1740,1538,11,85,0
7571,33,22,1180,11,0,0
5928,377,359,4101,12,0,0
12092,50,60,393,12,0,0
8663,44,31,51,7,43,0
890,88,98,1486,12,12,0
4427,131,259,113,12,60,0
7626,47,48,176,12,0,0
6599,64,29,1891,12,49,0
14622,60,78,1846,10,14,0
7309,25,6,137,8,0,0
11714,68,22,1566,8,17,0
12685,654,368,301,15,108,0
15436,33,42,575,11,33,0
7120,77,72,1899,15,36,0
44,346,297,4619,5,28,0
14483,64,72,254,14,0,0
6950,88,684,521,13,0,0
1142,1506,789,14550,15,0,0
302,373,355,12743,7,60,0
2377,210,371,17264,8,23,0
17982,79,40,264,12,0,0
10575,196,67,378,9,70,0
14157,12,35,420,7,0,0
9205,126,138,995,14,134,0
326,308,378,5652,11,27,0
12280,27,9,137,13,0,0
2277,876,835,8452,15,34,0
4480,75,380,1007,7,138,0
6509,53,190,3306,10,91,0
17498,365,178,5,12,151,0
3217,517,744,9182,14,49,0
7706,30,14,13,11,0,0
12623,1,7,629,9,0,0
15546,13,8,80,15,42,0
14244,137,106,623,10,66,0
8058,128,294,5606,5,96,0
18463,6,6,90,7,71,0
5494,117,68,2358,15,58,0
2351,449,484,4394,6,155,0
127,107,200,7933,11,26,0
17292,3,6,17,9,0,0
11498,254,894,10408,12,41,0
1671,166,163,1443,8,66,0
17421,51,52,1091,12,77,0
788,115,361,967,8,0,0
1147,605,1041,7867,7,149,0
1429,1969,1609,2075,7,105,0
9978,135,200,2649,7,120,0
16567,20,19,103,15,38,0
10126,72,355,878,13,74,0
2250,50,101,454,5,77,0
3113,90,31,110,15,42,0
11052,391,454,2226,8,160,0
5006,282,339,2969,10,128,0
566,131,3301,17788,11,102,0
8620,194,213,1363,8,0,0
18726,20,0,7,13,0,0
10076,86,64,975,10,27,0
2134,373,593,15216,8,0,0
11419,76,56,698,10,0,0
16716,207,238,3469,15,117,0
16981,25,2,4,13,0,0
12574,7,5,7,13,0,0
12090,6,5,81,13,0,0
5334,269,457,1830,9,48,0
8854,42,144,931,9,155,0
13137,453,361,3628,9,158,0
2759,268,1834,16823,9,4,0
13617,225,261,5901,10,94,0
13129,82,47,811,7,0,0
13174,30,20,292,13,0,0
5305,77,147,3289,10,0,0
14365,109,455,2177,11,57,0
2891,673,23215,21968,10,100,0
5738,2566,2496,17827,9,123,0
16132,147,61,153,11,12,0
11272,614,339,2703,11,154,0
12114,2051,1948,4122,15,157,0
10205,53,20,381,11,0,0
18652,5,4,39,7,11,0
5587,119,63,136,9,0,0
16016,61,13,182,10,0,0
5283,107,63,75,6,54,0
710,262,425,8020,10,109,0
14692,89,77,2094,13,23,0
5199,46,89,1630,10,25,0
4487,538,6507,4926,7,40,0
7234,86,157,4279,9,103,0
10204,172,124,1082,8,92,0
6758,160,95,1935,14,64,0
17232,159,62,59,12,0,0
14489,65,32,1339,12,47,0
1628,21,59,512,15,0,0
2178,113,139,754,11,63,0
12298,36,25,124,9,71,0
14347,74,29,438,14,61,0
2411,162,139,1604,14,139,0
18414,0,15,98,10,117,0
18447,55,64,170,10,151,0
10882,89,105,1216,15,125,0
18735,0,0,2,10,0,0
11587,349,287,1011,7,23,0
15478,29,24,210,12,71,0
7218,446,206,943,13,144,0
13736,19,45,618,9,0,0
12206,173,557,11583,13,153,0
5891,991,1115,14705,11,82,0
15741,148,56,283,14,0,0
1659,131,92,668,4,28,0
2793,527,881,36268,13,86,0
10877,42,25,59,13,0,0
2025,348,969,8710,13,151,0
13571,57,69,1053,15,17,0
2548,79,65,3161,7,0,0
18557,2,0,16,12,29,0
6772,34,54,323,9,0,0
13089,10,9,370,12,0,0
6644,334,70,1228,9,159,0
8721,238,441,9150,15,55,0
5993,207,130,9516,11,8,0
3717,184,107,3624,11,60,0
15949,1,9,29,13,0,0
17985,77,111,473,5,0,0
3241,30,41,84,7,0,0
10085,80,111,1674,9,0,0
749,316,455,4872,6,53,0
9597,58,95,1181,10,16,0
826,155,215,3112,9,39,0
14896,320,178,422,8,0,0
9585,199,121,1113,12,0,0
9165,7,4,17,10,0,0
7193,333,1290,13936,14,123,0
3224,70,104,708,7,8,0
5015,10,12,5,15,0,0
6745,120,141,3189,10,7,0
16291,160,93,530,14,0,0
7751,116,95,1759,12,44,0
8467,27,29,26,15,0,0
4738,327,235,3033,8,82,0
18577,0,0,2,11,0,0
7573,93,143,1724,15,65,0
6423,67,57,1597,12,58,0
12133,146,142,1106,10,28,0
14031,30,22,155,8,26,0
1967,42,16,390,11,43,0
15175,106,28,89,12,0,0
18574,68,24,59,11,0,0
5636,219,379,941,11,30,0
18146,54,53,147,14,60,0
15791,68,14,88,15,0,0
5915,11,12,699,11,0,0
7530,303,204,4919,7,0,0
9644,44,24,479,13,53,0
6012,34,87,125,15,16,0
3427,273,292,11339,11,69,0
8683,81,40,463,7,0,0
6595,439,280,3678,8,47,0
6424,69,262,1452,11,0,0
17356,197,105,1483,14,22,0
14228,610,289,3758,8,20,0
13404,55,1012,2069,9,75,0
2447,187,127,674,12,80,0
446,204,144,3133,8,38,0
9650,30,28,366,6,0,0
97,456,563,6532,8,55,0
14485,226,447,1587,7,0,0
12661,88,121,1154,14,0,0
11286,60,66,953,8,0,0
7716,22,33,463,12,0,0
12591,82,137,7491,10,160,0
12763,74,49,571,9,0,0
11830,89,29,918,12,138,0
12004,61,21,37,9,0,0
12468,402,423,219,13,104,0
1267,643,643,2341,9,48,0
4992,342,374,253,10,25,0
11585,43,27,178,6,0,0
14561,80,48,199,12,0,0
16861,172,55,58,10,65,0
12617,1985,682,2350,14,36,0
482,150,58,4742,15,0,0
3897,142,146,6533,13,95,0
16715,122,800,440,12,150,0
5538,121,103,660,13,59,0
3216,108,85,940,5,40,0
5555,82,1211,3355,10,0,0
375,71,25,15354,9,0,0
10811,38,14,496,11,0,0
17442,19,17,692,12,0,0
2817,180,271,6534,8,143,0
12658,24,20,540,14,124,0
29,234,1845,5411,7,70,0
8146,23,7,8,11,0,0
4156,350,488,7268,15,44,0
4145,179,175,4563,10,60,0
1874,77,97,1879,10,160,0
15340,9,12,194,10,23,0
18689,59,32,57,15,13,0
13257,2,10,560,13,0,0
18070,11,5,29,9,0,0
18584,1,0,12,12,0,0
13247,93,30,621,11,104,0
10553,94,28,607,11,0,0
8118,11,13,221,7,0,0
12845,58,55,743,6,8,0
8051,14,21,169,13,41,0
8099,290,81,1759,11,74,0
14892,1,14,1072,10,9,0
10609,31,73,334,13,58,0
3568,431,795,7830,5,60,0
5093,24,30,258,7,41,0
15547,114,141,2859,10,15,0
12185,150,90,91,9,126,0
11160,129,26337,6533,13,46,0
5773,98,56,185,9,0,0
5034,145,181,4974,8,22,0
1514,157,562,1054,7,147,0
12267,339,155,3953,12,118,0
10767,127,380,1589,10,0,0
5906,180,152,3368,8,0,0
18218,30,25,214,8,37,0
9792,185,129,789,7,121,0
14776,8,6,19,8,70,0
16785,6,6,158,10,0,0
7916,205,148,3819,11,49,0
938,505,458,2702,9,153,0
3007,345,271,3210,11,107,0
2036,39,42,651,13,57,0
14495,441,289,1219,11,135,0
1328,191,200,3801,10,40,0
2665,75,147,739,5,43,0
13145,30,47,403,12,0,0
12730,59,29,83,9,0,0
7271,98,174,1244,11,101,0
17306,155,119,925,12,15,0
4366,132,184,1084,9,32,0
16429,957,593,124,8,5,0
914,145,114,252,13,92,0
15642,87,65,2040,11,0,0
5624,94,117,422,15,94,0
391,200,141,223,9,90,0
13811,38,213,1644,15,0,0
7276,241,161,9581,13,63,0
4475,47,109,1118,13,46,0
4392,108,93,2132,9,0,0
12499,43,42,325,11,85,0
18421,59,13,4,10,0,0
6542,48,57,160,10,0,0
14443,2273,2198,1088,14,0,0
15717,23,6,78,15,0,0
6630,105,76,5960,13,109,0
350,33,47,969,9,0,0
6434,118,161,1006,14,34,0
1595,337,235,1800,12,52,0
12234,1638,737,879,15,75,0
5103,1012,459,4972,7,36,0
5143,114,409,3799,10,30,0
657,95,129,1266,13,54,0
13432,300,304,8000,9,46,0
3396,117,103,4340,8,5,0
10979,34,21,35,11,78,0
13393,118,78,1193,12,16,0
4518,147,108,1678,13,49,0
4620,100,96,4069,14,53,0
16386,3,0,3,11,75,0
13328,105,100,478,14,0,0
2607,196,174,3997,10,45,0
18743,1,1,4,14,0,0
6169,82,108,427,7,56,0
8950,12,79,464,10,10,0
6270,50593,50266,36643,11,69,0
10001,411,443,5104,7,84,0
9129,74,181,2064,7,47,0
551,373,457,7500,7,56,0
4739,65,1000,4201,10,20,0
8889,70,269,222,11,46,0
3044,528,588,2367,11,83,0
752,18,13,102,9,0,0
12125,217,164,4359,6,51,0
18009,23,56,41,11,0,0
1738,150,188,1603,8,86,0
13968,132,9489,9483,15,94,0
4896,311,259,3802,9,107,0
4733,163,288,9438,9,62,0
12435,9,18,612,12,0,0
5959,18,20,185,11,0,0
11277,382,275,1546,10,0,0
2534,330,355,5820,13,53,0
13062,59,50,666,7,63,0
13014,34,26,110,10,0,0
6101,618,194,1101,9,40,0
1106,255,181,3848,8,38,0
15972,0,7,239,11,0,0
18001,1,5,250,7,0,0
17811,117,4,134,13,23,0
18018,2,3,121,11,0,0
14903,59,697,382,8,5,0
15784,23,22,717,11,10,0
17272,679,660,1828,15,33,0
16909,22,19,483,15,57,0
2896,71,45,282,14,44,0
11670,50,66,744,9,0,0
15316,109,189,397,12,0,0
18471,22,3,15,12,0,0
12162,261,270,1483,14,147,0
17333,123,84,585,15,0,0
9998,327,186,761,7,40,0
16596,223,101,484,13,79,0
14907,349,238,3764,13,121,0
10340,996,673,1474,11,0,0
9957,4828,4573,1368,9,0,0
1945,5062,4983,2880,10,155,0
7737,36,87,2045,15,33,0
11063,161,156,2082,8,31,0
16191,434,597,9805,9,66,0
16991,387,141,441,10,110,0
9989,417,180,2395,15,56,0
11557,138,83,797,10,0,0
10320,236,2442,51313,13,45,0
5787,415,1483,9832,14,57,0
18141,5,3,2,9,0,0
7591,318,328,3198,6,126,0
11208,131,142,379,10,64,0
15181,3145,2880,14290,12,91,0
6315,707,398,998,12,0,0
12443,92,98,909,15,0,0
16329,99,48,526,12,0,0
5692,93,50,540,11,26,0
12535,120,281,2795,10,0,0
6419,98,99,368,12,21,0
10050,334,501,5574,11,0,0
6829,30,66,625,13,48,0
9300,49,369,4379,8,17,0
6961,422,355,2725,7,0,0
11198,187,637,1356,12,145,0
13967,123,258,130,8,131,0
18744,6,9,49,10,0,0
17451,19,9,30,15,103,0
14960,49,75,841,8,0,0
15714,100,86,1924,7,0,0
10402,45,46,1014,6,16,0
16096,161,396,2955,11,115,0
3001,241,267,1703,9,147,0
16659,87,68,307,11,133,0
9763,1165,4149,20591,15,96,0
9057,2396,2770,4008,9,102,0
4878,819,772,531,12,158,0
597,68,288,2020,7,22,0
8803,110,82,2267,11,40,0
14669,33,63,143,15,20,0
15159,43,28,173,9,0,0
13233,68,52,747,11,0,0
11673,1918,756,4844,10,41,0
18491,394,14,3,9,0,0
16439,25,34,281,14,0,0
31,127,151,3116,6,76,0
17628,18,6,15,9,19,0
2824,2,6,4,10,0,0
10450,114,100,1328,7,38,0
7605,34,60,489,6,12,0
10370,575,176,301,12,160,0
9301,61,108,238,5,0,0
14090,117,82,1465,9,0,0
3169,53,112,4049,11,64,0
12099,55,247,6730,13,130,0
8015,186,149,2162,13,100,0
9119,29,39,929,11,0,0
6412,87,60,435,8,66,0
15902,31,25,62,11,0,0
6453,32,23,2,11,0,0
1320,439,820,16450,11,76,0
15631,303,288,1352,7,104,0
18269,19,8,16,15,0,0
10710,274,94,660,12,0,0
18286,10,10,78,11,115,0
8242,43,35,159,7,0,0
6959,20,39,856,11,0,0
16543,596,592,350,12,0,0
9209,22,24,88,14,46,0
18104,37,11,15,8,0,0
1932,13,6,200,7,0,0
7676,0,2,44,13,62,0
16992,51,66,196,13,116,0
987,724,975,13887,10,53,0
12676,69,48,1190,10,23,0
4528,29,34,1144,10,55,0
10715,76,54,139,9,0,0
1957,67,122,1411,10,104,0
4752,57,68,743,9,53,0
16654,83,72,952,9,0,0
2403,787,807,3216,11,157,0
13805,0,68,104,15,150,0
2919,1064,576,9982,8,80,0
16221,110,199,4964,12,26,0
13414,111,282,1701,14,0,0
1565,376,508,4815,6,113,0
8357,118,82,103,14,45,0
6337,304,188,2062,12,83,0
13869,19,5,12,9,157,0
6532,83,87,1221,8,24,0
6027,40,37,823,8,0,0
12163,96,47,1406,8,109,0
15129,5,6,112,13,0,0
6671,504,577,20142,9,160,0
13891,115,124,1589,9,120,0
7803,40,37,511,8,38,0
873,68,14,354,6,67,0
8401,205,111,647,10,44,0
1021,1352,1131,10464,3,96,0
7468,251,223,2394,13,113,0
16376,365,364,570,12,48,0
9721,135,268,2560,11,47,0
15507,63,28,409,8,70,0
6993,32,19,345,9,0,0
9496,81,87,2099,15,0,0
17546,11,11,292,7,89,0
5895,50,107,1833,12,133,0
17941,21,5,237,11,36,0
18312,0,2,53,12,48,0
5173,117,58,896,10,0,0
6151,34,108,132,13,15,0
17327,386,196,313,14,120,0
573,251,2661,1935,12,86,0
9614,86,54,486,13,17,0
16437,103,55,328,14,14,0
6720,77,12,15,9,153,0
15422,23,20,192,14,44,0
12245,8,5,71,12,0,0
2088,162,1313,2782,12,0,0
5899,215,2107,3681,10,81,0
2946,35,90,434,9,34,0
18703,6,0,2,13,0,0
18036,0,74,6537,15,0,0
6818,0,186,1986,11,56,0
16313,29,21,356,13,87,0
12912,12,11,160,9,0,0
4598,53,62,1305,11,42,0
6742,424,280,6790,14,50,0
17889,16,7,25,10,72,0
18293,1,1,26,10,0,0
8101,133,72,515,7,113,0
11502,204,87,788,10,0,0
9659,1448,1131,775,12,87,0
10452,359,256,1315,5,135,0
14512,0,65,27301,7,7,0
12153,101,134,955,7,41,0
9912,2482,3397,3099,12,36,0
936,176,4410,2649,11,120,0
12515,42,54,233,10,71,0
466,73,111,7515,5,11,0
600,52,42,428,6,38,0
18568,145,25,116,7,0,0
14958,65,43,1460,13,44,0
15624,65,131,1837,9,12,0
4599,78,72,3666,6,19,0
18704,24,0,4,12,0,0
2374,3633,3403,1472,8,123,0
3901,39,329,6022,8,82,0
9070,33,21,183,10,29,0
7000,219,1135,4971,15,11,0
7075,192,147,1938,8,159,0
5002,185,53,1202,11,0,0
1261,583,601,8848,7,65,0
14685,138,220,5735,11,63,0
9682,138,69,920,7,53,0
17173,353,281,1261,15,85,0
7014,66,97,2498,11,79,0
18285,2,2,31,9,32,0
6127,432,258,4360,12,0,0
17810,231,172,376,7,16,0
4974,63,124,268,8,0,0
9713,84,33,346,12,116,0
6605,522,1249,6051,15,158,0
15429,118,44,368,9,0,0
11446,19,81,492,13,27,0
16243,0,1,25,9,0,0
17986,5,4,54,8,43,0
13546,45,19,27,7,0,0
18122,29,10,24,8,0,0
15458,20,2121,17333,10,0,0
18705,2,1,6,11,0,0
2770,281,294,446,11,133,0
2204,31,21,1326,12,6,0
17860,121,41,35,13,0,0
6163,54,110,2556,8,58,0
18753,1,0,1,12,0,0
4211,1361,1027,452,14,160,0
1880,580,699,6033,10,44,0
5051,101,26,335,8,29,0
798,298,372,5907,9,0,0
2308,67,85,715,12,81,0
17052,26,33,190,14,6,0
14212,180,43,153,12,0,0
10491,111,155,3061,9,8,0
2716,869,924,7336,9,99,0
6476,19,31,117,12,18,0
16559,62,39,81,9,132,0
7678,26,12,39,13,30,0
13599,54,123,1860,9,0,0
2322,114,97,1486,14,37,0
16405,37,31,108,13,0,0
2762,120,271,2518,11,71,0
1416,49,54,1515,8,62,0
6031,154,328,6725,8,25,0
10883,96,62,664,10,0,0
11915,191,375,6973,12,66,0
12932,44,21,528,8,66,0
10862,2001,1310,4513,10,113,0
1001,63466,62605,2127,7,65,0
14003,208,58,478,14,17,0
13151,320,276,1003,13,0,0
6688,28,85,385,6,39,0
12118,42,42,737,9,0,0
16950,0,44,3354,9,58,0
11722,137,150,404,13,0,0
7568,138,132,6338,15,88,0
6418,52,152,1092,10,2,0
16100,633,635,2420,11,120,0
1699,45,112,3858,10,63,0
15585,25,12,535,7,0,0
18324,50,43,147,11,35,0
4765,232,282,1735,6,156,0
9864,54,140,7752,7,0,0
15288,194,41,60,13,0,0
12904,66,40,77,15,0,0
9062,52,31,797,9,0,0
14581,97,106,548,10,0,0
5412,86,24,41,9,9,0
10273,113,169,39,12,66,0
10505,140,75,829,7,157,0
15461,44,76,2473,12,0,0
6279,139,149,3793,13,11,0
6126,40,15,75,12,111,0
18750,5,3,3,10,0,0
4881,57,166,3581,7,10,0
6754,137,85,1192,12,47,0
10847,9,32,212,13,59,0
17825,385,180,383,9,0,0
232,147,164,11524,5,27,0
6980,58,67,1852,12,57,0
11361,3382,3230,3641,13,88,0
13614,229,191,1934,6,147,0
15381,27,31,329,8,57,0
12453,22,11,64,14,0,0
5326,88,212,6726,10,59,0
10848,10,12,221,11,47,0
10236,75,56,764,11,64,0
5424,95,108,1074,11,0,0
18727,3,9,91,6,31,0
8121,106,94,432,12,0,0
10934,153,631,2926,15,9,0
11746,61,65,2078,13,45,0
13857,231,292,7668,15,76,0
13043,1,75,2944,14,144,0
13299,79,25,483,11,0,0
16746,2923,2749,2593,12,52,0
10245,323,462,3227,6,158,0
3517,13,1060,43792,4,74,0
17732,121,64,1438,12,79,0
17742,48,6,141,9,0,0
3918,115,124,9912,7,16,0
4754,178,504,5045,11,113,0
8549,126,84,1536,12,15,0
4902,65,17,78,6,0,0
9217,110,152,1978,12,100,0
17126,63,47,233,12,120,0
16392,44,27,58,13,0,0
12571,44,20,383,6,0,0
17654,34,8,35,11,135,0
6403,82,120,1077,5,0,0
7360,955,1529,8733,14,159,0
14236,71,25,102,14,15,0
15392,52,14,206,7,0,0
3745,22,18,294,9,12,0
6996,143,74,324,14,0,0
14096,85,81,1386,12,150,0
14580,100,89,920,7,118,0
12521,244,213,9203,8,58,0
6045,194,174,1532,9,160,0
5707,132,174,4281,11,45,0
4210,60,37,1026,9,23,0
5875,4,2,34,9,0,0
4829,257,123,6288,14,42,0
15261,295,227,451,12,160,0
11042,85,65,1063,8,56,0
12264,13,15,1340,7,54,0
16311,20,12,86,8,115,0
14206,59,42,403,14,22,0
13643,1128,1766,49224,12,130,0
8371,66,75,887,7,63,0
7312,72,50,486,15,8,0
9616,21,37,553,15,0,0
5535,48,54,344,8,37,0
4864,151,72,952,13,48,0
8891,505,414,10841,11,78,0
1588,347,326,5893,8,130,0
18120,2,3,26,12,0,0
1548,121,78,1697,7,0,0
2938,38,45,332,7,9,0
14499,52,114,2450,8,0,0
15798,2,0,37,9,0,0
8788,244,279,4814,14,54,0
8881,281,173,1949,11,116,0
4842,555,291,8223,15,65,0
14840,124,85,945,9,0,0
851,416,1287,26366,13,160,0
87,533,1974,23508,14,18,0
1027,404,421,3976,4,140,0
17383,1166,119,42,12,0,0
4877,92,8,8,7,0,0
1809,25,15,177,12,61,0
16835,4,217,4668,6,128,0
17150,0,26,403,8,22,0
17031,47,13,192,13,126,0
8252,27,35,418,11,65,0
2641,127,99,1006,7,105,0
2397,6240,5940,1681,12,157,0
3602,55,58,643,5,43,0
2314,195,171,1517,8,145,0
14684,1,3,269,14,18,0
6777,373,423,3360,13,72,0
13896,74,37,440,10,44,0
16454,179,175,1775,12,43,0
1756,293,400,15158,7,41,0
2477,291,375,4643,13,86,0
973,992,1262,27428,10,72,0
103,374,2722,9188,5,110,0
7560,106,220,3970,6,0,0
4130,49,396,5478,12,45,0
18382,608,210,280,14,0,0
2924,100,140,3539,11,57,0
8072,9,9,101,9,0,0
18692,11,1,22,8,35,0
4027,216,179,16663,15,0,0
740,93,53,328,11,0,0
18304,29,16,110,11,78,0
11855,61,28,300,14,0,0
12498,28,26,15,10,0,0
9383,107,74,124,11,53,0
7305,33,35,538,14,69,0
4847,122,957,5480,6,148,0
7257,166,86,1224,10,53,0
5507,125,84,712,9,0,0
16341,2329,2148,1436,14,64,0
8483,16,37,665,9,0,0
5722,83,79,598,7,47,0
12766,6,6,133,7,0,0
3729,6017,5483,23283,6,152,0
697,171,99,678,11,20,0
2192,249,645,16396,10,78,0
6180,322,288,431,13,15,0
12373,40,56,911,8,0,0
7469,59,93,1259,12,127,0
11675,88,379,6183,12,132,0
10115,63,41,396,14,40,0
18445,42,13,34,5,160,0
5949,75,841,637,8,156,0
432,22,887,350453,15,73,0
10714,427,406,577,7,128,0
15571,26,30,388,11,0,0
5908,37,22,35,8,0,0
3060,50,41,207,10,0,0
14725,1325,5313,15862,9,78,0
6762,742,777,13187,11,152,0
18626,1,0,4,13,0,0
2848,8957,12000,67930,14,20,0
12182,278,368,3640,7,59,0
9581,57,31,335,14,75,0
1059,299,571,17866,6,120,0
12982,261,194,5487,11,116,0
18614,7,4,9,6,49,0
3240,279,1104,16233,15,57,0
10488,23,305,1795,14,104,0
15615,0,16,9430,12,0,0
16345,128,107,1069,15,0,0
16747,5,9,173,9,0,0
2494,61,270,2318,14,51,0
7509,9,22,131,7,31,0
9081,4969,5025,194,7,152,0
16478,115,105,1599,7,133,0
1630,142,257,3803,7,135,0
1941,5817,10435,6143,11,46,0
1356,266,247,1541,10,76,0
1968,1999,1632,1315,14,41,0
5040,648,785,8682,12,159,0
9359,159,69,809,10,24,0
2733,494,364,2005,10,39,0
9000,265,51,408,15,152,0
13249,39,37,1048,7,53,0
10408,10,9,10,10,0,0
421,338,357,5188,9,62,0
459,126,138,1596,11,0,0
10160,150,291,1659,9,102,0
4214,195,389,3372,8,33,0
9806,9,24,232,11,0,0
4016,134,123,1613,6,20,0
7879,634,561,576,8,29,0
164,92,42,948,8,0,0
1585,96,220,415,7,0,0
616,188,158,465,5,159,0
16008,115,42,186,10,0,0
2496,91,92,694,9,0,0
11303,17,9,315,11,0,0
18498,215,45,3,14,158,0
5150,9,15,30,12,0,0
8520,70,58,813,9,19,0
17227,329,45,853,12,71,0
16530,10,12,215,6,0,0
8488,97,98,1070,11,74,0
7194,32,73,560,9,0,0
6491,115,117,4827,13,115,0
14076,6,9,199,15,0,0
8115,80,81,1269,9,14,0
6154,76,64,966,13,0,0
18700,4,13,103,10,10,0
7411,22,35,1777,7,14,0
14737,33,29,319,10,8,0
881,1793,1131,1196,5,23,0
4557,75,61,523,14,50,0
12734,22,53,414,5,53,0
16344,16,16,90,12,28,0
17595,439,233,533,12,100,0
16324,66,64,614,10,0,0
1754,56,126,2161,12,19,0
14138,1266,387,3393,7,154,0
10789,26,10,30,7,0,0
11416,121,173,6074,9,23,0
3342,30,29,1040,12,0,0
7810,14,10,807,14,48,0
226,321,168,1574,5,18,0
17581,17,4,110,9,11,0
11221,0,350,6255,12,30,0
4169,25,31,102,10,0,0
4336,90,144,4073,6,56,0
18699,28,8,42,15,153,0
11598,39,35,77,7,24,0
683,0,56,1139,10,0,0
5639,148,193,3516,9,61,0
3033,50,18061,3764,9,0,0
16066,982,889,567,15,155,0
10630,6,66,159,5,0,0
2423,207,128,6780,5,44,0
2596,52,38,231,14,72,0
4362,2002,1895,1436,12,24,0
10352,64,112,1585,9,24,0
3955,158,153,2703,6,10,0
6221,42,2,3,6,0,0
13866,140,83,834,9,16,0
16308,29,49,3768,14,0,0
13399,9,11,24,13,55,0
9477,18,23,239,13,0,0
454,15,21,1039,11,17,0
12249,43,18,87,8,0,0
11880,5444,5037,17043,9,76,0
2653,510,518,16059,9,66,0
9521,52,22,405,8,0,0
9482,390,326,5669,8,112,0
13421,83,102,350,7,7,0
10295,123,71,230,12,55,0
15539,44,74,1402,6,71,0
13441,422,364,4046,6,135,0
16383,79,132,2777,10,86,0
15116,88,90,415,10,0,0
4212,12,20,133,7,30,0
3994,104,94,351,8,17,0
2857,78,112,2351,12,0,0
11732,67,39,177,13,0,0
6117,128,112,750,10,105,0
3862,46,228,1450,8,31,0
14150,192,171,6838,11,49,0
18010,11,3,21,6,0,0
4767,99,60,580,10,0,0
3071,315,374,2203,6,49,0
8332,30,26,317,14,134,0
14689,1588,230,15,12,0,0
6135,197,1021,29802,10,89,0
2253,755,1090,1858,9,101,0
310,91,113,3366,6,44,0
13596,78,16,64,6,10,0
8,140,222,1192,9,15,0
3443,37,143,3930,8,68,0
17513,193,73,30,8,69,0
15989,53,41,244,15,51,0
3190,86,48,1390,10,0,0
1598,209,184,465,13,43,0
13906,44,40,959,8,37,0
18039,5,3,3,9,0,0
5426,76,407,14185,15,102,0
15954,41,91,2231,12,158,0
16353,121,132,1296,7,0,0
4601,118,146,3210,7,0,0
10058,20,18,397,11,0,0
15413,1,2,62,5,0,0
6635,210,471,10206,9,128,0
2197,143,136,4180,6,51,0
12791,1999,1212,10329,12,145,0
4676,71,101,672,6,22,0
13125,29,146,2778,10,0,0
16642,6,346,8346,11,0,0
7517,52,12,16,7,0,0
5843,144,287,1369,12,13,0
4762,51,60,1700,7,43,0
7196,13,8,395,12,5,0
10343,387,350,825,11,145,0
7951,71,149,2675,6,0,0
11000,596,590,918,10,30,0
13488,63,30,57,8,0,0
4775,108,157,2036,13,42,0
15351,112,104,4270,7,28,0
5230,362,259,5268,6,76,0
16434,100,61,486,12,143,0
412,53,52,1866,8,10,0
1549,54,68,1006,9,22,0
5662,103,250,5935,8,35,0
11960,109,169,1462,15,112,0
16714,82,134,462,8,0,0
12458,95,19,20,13,0,0
2910,475,367,8908,5,27,0
13686,103,118,379,11,0,0
2567,148,172,10794,10,120,0
15719,97,84,934,7,106,0
2164,226,2551,7573,8,53,0
3063,18783,18790,17935,9,67,0
4136,6532,6720,7115,10,137,0
16738,11,5,12,9,13,0
17147,21,89,4130,8,26,0
182,307,333,8947,8,39,0
2145,401,413,1733,7,44,0
11532,47,51,233,15,22,0
300,1992,2120,57491,4,33,0
11488,46,55,766,8,0,0
13871,0,126,1078,13,115,0
11443,156,207,2251,7,0,0
3764,47,57,2639,8,122,0
13059,22,834,8555,13,20,0
18674,51,6,3,9,0,0
917,297,1705,4177,7,90,0
431,27,68,1437,4,0,0
